Time (s),X,Y,Z,Direction
28.28800000000002,5.759999999999995,-2.879999999999996,1.27,Right
28.32000000000002,5.849999999999995,-2.879999999999996,1.27,Right
28.35200000000002,5.939999999999995,-2.879999999999996,1.27,Right
28.38400000000002,6.029999999999995,-2.879999999999996,1.27,Right
28.41600000000002,6.119999999999995,-2.879999999999996,1.27,Right
28.44800000000002,6.209999999999995,-2.879999999999996,1.27,Right
28.48000000000002,6.2999999999999945,-2.879999999999996,1.27,Right
28.51200000000002,6.389999999999994,-2.879999999999996,1.27,Right
28.544000000000022,6.479999999999994,-2.879999999999996,1.27,Right
28.576000000000022,6.569999999999994,-2.879999999999996,1.27,Right
28.608000000000022,6.659999999999994,-2.879999999999996,1.27,Right
28.640000000000022,6.749999999999994,-2.879999999999996,1.27,Right
28.672000000000022,6.839999999999994,-2.879999999999996,1.27,Right
28.704000000000022,6.9299999999999935,-2.879999999999996,1.27,Right
28.736000000000022,7.019999999999993,-2.879999999999996,1.27,Right
28.768000000000022,7.109999999999993,-2.879999999999996,1.27,Right
28.800000000000022,7.199999999999993,-2.879999999999996,1.27,Right
28.832000000000022,7.289999999999993,-2.879999999999996,1.27,Right
28.864000000000022,7.379999999999993,-2.879999999999996,1.27,Right
28.896000000000022,7.469999999999993,-2.879999999999996,1.27,Right
28.928000000000022,7.5599999999999925,-2.879999999999996,1.27,Right
28.960000000000022,7.649999999999992,-2.879999999999996,1.27,Right
28.992000000000022,7.739999999999992,-2.879999999999996,1.27,Right
29.024000000000022,7.829999999999992,-2.879999999999996,1.27,Right
29.056000000000022,7.919999999999992,-2.879999999999996,1.27,Right
29.088000000000022,8.009999999999993,-2.879999999999996,1.27,Right
29.120000000000022,8.099999999999993,-2.879999999999996,1.27,Right
29.152000000000022,8.189999999999992,-2.879999999999996,1.27,Right
29.184000000000022,8.279999999999992,-2.879999999999996,1.27,Right
29.216000000000022,8.369999999999992,-2.879999999999996,1.27,Right
29.248000000000022,8.459999999999992,-2.879999999999996,1.27,Right
29.280000000000022,8.549999999999992,-2.879999999999996,1.27,Right
29.312000000000022,8.639999999999992,-2.879999999999996,1.27,Right
29.344000000000023,8.729999999999992,-2.879999999999996,1.27,Right
29.376000000000023,8.819999999999991,-2.879999999999996,1.27,Right
29.408000000000023,8.909999999999991,-2.879999999999996,1.27,Right
29.440000000000023,8.999999999999991,-2.879999999999996,1.27,Right
29.472000000000023,9.089999999999991,-2.879999999999996,1.27,Right
29.504000000000023,9.17999999999999,-2.879999999999996,1.27,Right
29.536000000000023,9.26999999999999,-2.879999999999996,1.27,Right
29.568000000000023,9.35999999999999,-2.879999999999996,1.27,Right
29.600000000000023,9.44999999999999,-2.879999999999996,1.27,Right
29.632000000000023,9.53999999999999,-2.879999999999996,1.27,Right
29.664000000000023,9.62999999999999,-2.879999999999996,1.27,Right
29.696000000000023,9.71999999999999,-2.879999999999996,1.27,Right
29.728000000000023,9.80999999999999,-2.879999999999996,1.27,Right
29.760000000000023,9.89999999999999,-2.879999999999996,1.27,Right
29.792000000000023,9.89999999999999,-2.9699999999999958,1.27,Down
29.824000000000023,9.89999999999999,-3.0599999999999956,1.27,Down
29.856000000000023,9.89999999999999,-3.1499999999999955,1.27,Down
29.888000000000023,9.98999999999999,-3.1499999999999955,1.27,Right
29.920000000000023,10.07999999999999,-3.1499999999999955,1.27,Right
29.952000000000023,10.16999999999999,-3.1499999999999955,1.27,Right
29.984000000000023,10.25999999999999,-3.1499999999999955,1.27,Right
30.016000000000023,10.25999999999999,-3.0599999999999956,1.27,Up
30.048000000000023,10.25999999999999,-2.9699999999999958,1.27,Up
30.080000000000023,10.25999999999999,-2.879999999999996,1.27,Up
30.112000000000023,10.25999999999999,-2.789999999999996,1.27,Up
30.144000000000023,10.25999999999999,-2.699999999999996,1.27,Up
30.176000000000023,10.25999999999999,-2.6099999999999963,1.27,Up
30.208000000000023,10.25999999999999,-2.5199999999999965,1.27,Up
30.240000000000023,10.25999999999999,-2.4299999999999966,1.27,Up
30.272000000000023,10.25999999999999,-2.3399999999999967,1.27,Up
30.304000000000023,10.25999999999999,-2.249999999999997,1.27,Up
30.336000000000023,10.25999999999999,-2.159999999999997,1.27,Up
30.368000000000023,10.25999999999999,-2.069999999999997,1.27,Up
30.400000000000023,10.25999999999999,-1.979999999999997,1.27,Up
30.432000000000023,10.25999999999999,-1.889999999999997,1.27,Up
30.464000000000024,10.25999999999999,-1.799999999999997,1.27,Up
30.496000000000024,10.25999999999999,-1.7099999999999969,1.27,Up
30.528000000000024,10.25999999999999,-1.6199999999999968,1.27,Up
30.560000000000024,10.25999999999999,-1.5299999999999967,1.27,Up
30.592000000000024,10.25999999999999,-1.4399999999999966,1.27,Up
30.624000000000024,10.25999999999999,-1.3499999999999965,1.27,Up
30.656000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.688000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.720000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.752000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.784000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.816000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.848000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.880000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.912000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.944000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
30.976000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.008000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.040000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.072000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.104000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.136000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.168000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.200000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.232000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.264000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.296000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.328000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.360000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.392000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.424000000000024,10.25999999999999,-1.3499999999999965,1.27,Stationary
31.456000000000024,10.25999999999999,-1.2599999999999965,1.27,Up
31.488000000000024,10.25999999999999,-1.1699999999999964,1.27,Up
31.520000000000024,10.25999999999999,-1.0799999999999963,1.27,Up
31.552000000000024,10.25999999999999,-0.9899999999999963,1.27,Up
31.584000000000024,10.25999999999999,-0.9899999999999963,1.27,Stationary
31.616000000000025,10.25999999999999,-0.9899999999999963,1.27,Stationary
31.648000000000025,10.25999999999999,-1.0799999999999963,1.27,Down
31.680000000000025,10.25999999999999,-1.1699999999999964,1.27,Down
31.712000000000025,10.25999999999999,-1.2599999999999965,1.27,Down
31.744000000000025,10.25999999999999,-1.3499999999999965,1.27,Down
31.776000000000025,10.25999999999999,-1.4399999999999966,1.27,Down
31.808000000000025,10.25999999999999,-1.5299999999999967,1.27,Down
31.840000000000025,10.25999999999999,-1.6199999999999968,1.27,Down
31.872000000000025,10.25999999999999,-1.7099999999999969,1.27,Down
31.904000000000025,10.25999999999999,-1.799999999999997,1.27,Down
31.936000000000025,10.25999999999999,-1.889999999999997,1.27,Down
31.968000000000025,10.25999999999999,-1.979999999999997,1.27,Down
32.00000000000002,10.25999999999999,-2.069999999999997,1.27,Down
32.03200000000002,10.25999999999999,-2.159999999999997,1.27,Down
32.064000000000014,10.25999999999999,-2.249999999999997,1.27,Down
32.09600000000001,10.25999999999999,-2.3399999999999967,1.27,Down
32.12800000000001,10.25999999999999,-2.4299999999999966,1.27,Down
32.160000000000004,10.25999999999999,-2.5199999999999965,1.27,Down
32.192,10.25999999999999,-2.6099999999999963,1.27,Down
32.224,10.25999999999999,-2.699999999999996,1.27,Down
32.25599999999999,10.25999999999999,-2.789999999999996,1.27,Down
32.28799999999999,10.25999999999999,-2.879999999999996,1.27,Down
32.319999999999986,10.25999999999999,-2.9699999999999958,1.27,Down
32.35199999999998,10.25999999999999,-3.0599999999999956,1.27,Down
32.38399999999998,10.25999999999999,-3.1499999999999955,1.27,Down
32.415999999999976,10.25999999999999,-3.2399999999999953,1.27,Down
32.44799999999997,10.25999999999999,-3.329999999999995,1.27,Down
32.47999999999997,10.25999999999999,-3.419999999999995,1.27,Down
32.511999999999965,10.25999999999999,-3.509999999999995,1.27,Down
32.54399999999996,10.25999999999999,-3.5999999999999948,1.27,Down
32.57599999999996,10.25999999999999,-3.6899999999999946,1.27,Down
32.607999999999954,10.25999999999999,-3.7799999999999945,1.27,Down
32.63999999999995,10.25999999999999,-3.8699999999999943,1.27,Down
32.67199999999995,10.25999999999999,-3.959999999999994,1.27,Down
32.703999999999944,10.25999999999999,-4.0499999999999945,1.27,Down
32.73599999999994,10.25999999999999,-4.139999999999994,1.27,Down
32.76799999999994,10.25999999999999,-4.229999999999994,1.27,Down
32.79999999999993,10.25999999999999,-4.319999999999994,1.27,Down
32.83199999999993,10.349999999999989,-4.319999999999994,1.27,Right
32.863999999999926,10.439999999999989,-4.319999999999994,1.27,Right
32.89599999999992,10.529999999999989,-4.319999999999994,1.27,Right
32.92799999999992,10.619999999999989,-4.319999999999994,1.27,Right
32.959999999999916,10.709999999999988,-4.319999999999994,1.27,Right
32.99199999999991,10.799999999999988,-4.319999999999994,1.27,Right
33.02399999999991,10.889999999999988,-4.319999999999994,1.27,Right
33.055999999999905,10.979999999999988,-4.319999999999994,1.27,Right
33.0879999999999,11.069999999999988,-4.319999999999994,1.27,Right
33.1199999999999,11.159999999999988,-4.319999999999994,1.27,Right
33.151999999999894,11.249999999999988,-4.319999999999994,1.27,Right
33.18399999999989,11.339999999999987,-4.319999999999994,1.27,Right
33.21599999999989,11.429999999999987,-4.319999999999994,1.27,Right
33.247999999999884,11.519999999999987,-4.319999999999994,1.27,Right
33.27999999999988,11.609999999999987,-4.319999999999994,1.27,Right
33.31199999999988,11.699999999999987,-4.319999999999994,1.27,Right
33.34399999999987,11.699999999999987,-4.409999999999994,1.27,Down
33.37599999999987,11.699999999999987,-4.499999999999994,1.27,Down
33.407999999999866,11.699999999999987,-4.589999999999994,1.27,Down
33.43999999999986,11.699999999999987,-4.6799999999999935,1.27,Down
33.47199999999986,11.699999999999987,-4.769999999999993,1.27,Down
33.503999999999856,11.699999999999987,-4.859999999999993,1.27,Down
33.53599999999985,11.699999999999987,-4.949999999999993,1.27,Down
33.56799999999985,11.699999999999987,-5.039999999999993,1.27,Down
33.599999999999845,11.699999999999987,-5.129999999999993,1.27,Down
33.63199999999984,11.699999999999987,-5.219999999999993,1.27,Down
33.66399999999984,11.699999999999987,-5.3099999999999925,1.27,Down
33.695999999999835,11.699999999999987,-5.399999999999992,1.27,Down
33.72799999999983,11.699999999999987,-5.489999999999992,1.27,Down
33.75999999999983,11.699999999999987,-5.579999999999992,1.27,Down
33.791999999999824,11.699999999999987,-5.669999999999992,1.27,Down
33.82399999999982,11.699999999999987,-5.759999999999992,1.27,Down
33.85599999999982,11.699999999999987,-5.759999999999992,1.27,Stationary
33.88799999999981,11.699999999999987,-5.759999999999992,1.27,Stationary
33.91999999999981,11.699999999999987,-5.759999999999992,1.27,Stationary
33.951999999999806,11.699999999999987,-5.759999999999992,1.27,Stationary
33.9839999999998,11.699999999999987,-5.759999999999992,1.27,Stationary
34.0159999999998,11.699999999999987,-5.759999999999992,1.27,Stationary
34.047999999999796,11.699999999999987,-5.759999999999992,1.27,Stationary
34.07999999999979,11.699999999999987,-5.759999999999992,1.27,Stationary
34.11199999999979,11.789999999999987,-5.759999999999992,1.27,Right
34.143999999999785,11.879999999999987,-5.759999999999992,1.27,Right
34.17599999999978,11.969999999999986,-5.759999999999992,1.27,Right
34.20799999999978,12.059999999999986,-5.759999999999992,1.27,Right
34.239999999999775,12.149999999999986,-5.759999999999992,1.27,Right
34.27199999999977,12.239999999999986,-5.759999999999992,1.27,Right
34.30399999999977,12.329999999999986,-5.759999999999992,1.27,Right
34.335999999999764,12.419999999999986,-5.759999999999992,1.27,Right
34.36799999999976,12.509999999999986,-5.759999999999992,1.27,Right
34.39999999999976,12.599999999999985,-5.759999999999992,1.27,Right
34.43199999999975,12.689999999999985,-5.759999999999992,1.27,Right
34.46399999999975,12.779999999999985,-5.759999999999992,1.27,Right
34.495999999999746,12.779999999999985,-5.849999999999992,1.27,Down
34.52799999999974,12.779999999999985,-5.9399999999999915,1.27,Down
34.55999999999974,12.779999999999985,-6.029999999999991,1.27,Down
34.591999999999736,12.779999999999985,-6.119999999999991,1.27,Down
34.62399999999973,12.779999999999985,-6.209999999999991,1.27,Down
34.65599999999973,12.779999999999985,-6.299999999999991,1.27,Down
34.687999999999725,12.779999999999985,-6.389999999999991,1.27,Down
34.71999999999972,12.779999999999985,-6.299999999999991,1.27,Up
34.75199999999972,12.779999999999985,-6.209999999999991,1.27,Up
34.783999999999715,12.779999999999985,-6.119999999999991,1.27,Up
34.81599999999971,12.779999999999985,-6.029999999999991,1.27,Up
34.84799999999971,12.779999999999985,-6.119999999999991,1.27,Down
34.879999999999704,12.779999999999985,-6.209999999999991,1.27,Down
34.9119999999997,12.869999999999985,-6.209999999999991,1.27,Right
34.9439999999997,12.779999999999985,-6.209999999999991,1.27,Left
34.975999999999694,12.689999999999985,-6.209999999999991,1.27,Left
35.00799999999969,12.599999999999985,-6.209999999999991,1.27,Left
35.03999999999969,12.509999999999986,-6.209999999999991,1.27,Left
35.07199999999968,12.419999999999986,-6.209999999999991,1.27,Left
35.10399999999968,12.329999999999986,-6.209999999999991,1.27,Left
35.135999999999676,12.239999999999986,-6.209999999999991,1.27,Left
35.16799999999967,12.149999999999986,-6.209999999999991,1.27,Left
35.19999999999967,12.059999999999986,-6.209999999999991,1.27,Left
35.231999999999665,11.969999999999986,-6.209999999999991,1.27,Left
35.26399999999966,11.879999999999987,-6.209999999999991,1.27,Left
35.29599999999966,11.789999999999987,-6.209999999999991,1.27,Left
35.327999999999655,11.699999999999987,-6.209999999999991,1.27,Left
35.35999999999965,11.609999999999987,-6.209999999999991,1.27,Left
35.39199999999965,11.519999999999987,-6.209999999999991,1.27,Left
35.423999999999644,11.429999999999987,-6.209999999999991,1.27,Left
35.45599999999964,11.339999999999987,-6.209999999999991,1.27,Left
35.48799999999964,11.249999999999988,-6.209999999999991,1.27,Left
35.519999999999634,11.159999999999988,-6.209999999999991,1.27,Left
35.55199999999963,11.069999999999988,-6.209999999999991,1.27,Left
35.58399999999963,10.979999999999988,-6.209999999999991,1.27,Left
35.61599999999962,10.889999999999988,-6.209999999999991,1.27,Left
35.64799999999962,10.799999999999988,-6.209999999999991,1.27,Left
35.679999999999616,10.709999999999988,-6.209999999999991,1.27,Left
35.71199999999961,10.619999999999989,-6.209999999999991,1.27,Left
35.74399999999961,10.529999999999989,-6.209999999999991,1.27,Left
35.775999999999605,10.439999999999989,-6.209999999999991,1.27,Left
35.8079999999996,10.349999999999989,-6.209999999999991,1.27,Left
35.8399999999996,10.25999999999999,-6.209999999999991,1.27,Left
35.871999999999595,10.16999999999999,-6.209999999999991,1.27,Left
35.90399999999959,10.07999999999999,-6.209999999999991,1.27,Left
35.93599999999959,10.16999999999999,-6.209999999999991,1.27,Right
35.967999999999584,10.25999999999999,-6.209999999999991,1.27,Right
35.99999999999958,10.349999999999989,-6.209999999999991,1.27,Right
36.03199999999958,10.439999999999989,-6.209999999999991,1.27,Right
36.063999999999574,10.529999999999989,-6.209999999999991,1.27,Right
36.09599999999957,10.619999999999989,-6.209999999999991,1.27,Right
36.12799999999957,10.709999999999988,-6.209999999999991,1.27,Right
36.15999999999956,10.799999999999988,-6.209999999999991,1.27,Right
36.19199999999956,10.799999999999988,-6.119999999999991,1.27,Up
36.223999999999556,10.799999999999988,-6.029999999999991,1.27,Up
36.25599999999955,10.799999999999988,-5.9399999999999915,1.27,Up
36.28799999999955,10.799999999999988,-5.849999999999992,1.27,Up
36.319999999999546,10.799999999999988,-5.759999999999992,1.27,Up
36.35199999999954,10.799999999999988,-5.669999999999992,1.27,Up
36.38399999999954,10.799999999999988,-5.579999999999992,1.27,Up
36.415999999999535,10.799999999999988,-5.489999999999992,1.27,Up
36.44799999999953,10.799999999999988,-5.399999999999992,1.27,Up
36.47999999999953,10.799999999999988,-5.3099999999999925,1.27,Up
36.511999999999524,10.799999999999988,-5.219999999999993,1.27,Up
36.54399999999952,10.799999999999988,-5.129999999999993,1.27,Up
36.57599999999952,10.889999999999988,-5.129999999999993,1.27,Right
36.607999999999514,10.979999999999988,-5.129999999999993,1.27,Right
36.63999999999951,11.069999999999988,-5.129999999999993,1.27,Right
36.67199999999951,11.159999999999988,-5.129999999999993,1.27,Right
36.7039999999995,11.249999999999988,-5.129999999999993,1.27,Right
36.7359999999995,11.339999999999987,-5.129999999999993,1.27,Right
36.767999999999496,11.429999999999987,-5.129999999999993,1.27,Right
36.79999999999949,11.519999999999987,-5.129999999999993,1.27,Right
36.83199999999949,11.609999999999987,-5.129999999999993,1.27,Right
36.863999999999486,11.699999999999987,-5.129999999999993,1.27,Right
36.89599999999948,11.789999999999987,-5.129999999999993,1.27,Right
36.92799999999948,11.879999999999987,-5.129999999999993,1.27,Right
36.959999999999475,11.969999999999986,-5.129999999999993,1.27,Right
36.99199999999947,12.059999999999986,-5.129999999999993,1.27,Right
37.02399999999947,12.149999999999986,-5.129999999999993,1.27,Right
37.055999999999464,12.239999999999986,-5.129999999999993,1.27,Right
37.08799999999946,12.329999999999986,-5.129999999999993,1.27,Right
37.11999999999946,12.419999999999986,-5.129999999999993,1.27,Right
37.151999999999454,12.509999999999986,-5.129999999999993,1.27,Right
37.18399999999945,12.599999999999985,-5.129999999999993,1.27,Right
37.21599999999945,12.689999999999985,-5.129999999999993,1.27,Right
37.24799999999944,12.779999999999985,-5.129999999999993,1.27,Right
37.27999999999944,12.869999999999985,-5.129999999999993,1.27,Right
37.311999999999436,12.959999999999985,-5.129999999999993,1.27,Right
37.34399999999943,13.049999999999985,-5.129999999999993,1.27,Right
37.37599999999943,13.139999999999985,-5.129999999999993,1.27,Right
37.407999999999426,13.229999999999984,-5.129999999999993,1.27,Right
37.43999999999942,13.319999999999984,-5.129999999999993,1.27,Right
37.47199999999942,13.409999999999984,-5.129999999999993,1.27,Right
37.503999999999415,13.499999999999984,-5.129999999999993,1.27,Right
37.53599999999941,13.589999999999984,-5.129999999999993,1.27,Right
37.56799999999941,13.679999999999984,-5.129999999999993,1.27,Right
37.599999999999405,13.769999999999984,-5.129999999999993,1.27,Right
37.6319999999994,13.859999999999983,-5.129999999999993,1.27,Right
37.6639999999994,13.949999999999983,-5.129999999999993,1.27,Right
37.695999999999394,13.949999999999983,-5.039999999999993,1.27,Up
37.72799999999939,13.949999999999983,-4.949999999999993,1.27,Up
37.75999999999939,13.949999999999983,-4.859999999999993,1.27,Up
37.79199999999938,13.949999999999983,-4.769999999999993,1.27,Up
37.82399999999938,13.949999999999983,-4.6799999999999935,1.27,Up
37.855999999999376,13.949999999999983,-4.589999999999994,1.27,Up
37.88799999999937,13.949999999999983,-4.499999999999994,1.27,Up
37.91999999999937,13.949999999999983,-4.409999999999994,1.27,Up
37.951999999999366,13.949999999999983,-4.319999999999994,1.27,Up
37.98399999999936,13.949999999999983,-4.229999999999994,1.27,Up
38.01599999999936,13.949999999999983,-4.139999999999994,1.27,Up
38.047999999999355,13.949999999999983,-4.0499999999999945,1.27,Up
38.07999999999935,13.949999999999983,-3.9599999999999946,1.27,Up
38.11199999999935,13.949999999999983,-3.8699999999999948,1.27,Up
38.143999999999345,13.949999999999983,-3.779999999999995,1.27,Up
38.17599999999934,13.949999999999983,-3.689999999999995,1.27,Up
38.20799999999934,13.949999999999983,-3.599999999999995,1.27,Up
38.239999999999334,13.949999999999983,-3.5099999999999953,1.27,Up
38.27199999999933,13.949999999999983,-3.4199999999999955,1.27,Up
38.30399999999933,13.949999999999983,-3.3299999999999956,1.27,Up
38.33599999999932,13.949999999999983,-3.2399999999999958,1.27,Up
38.36799999999932,13.949999999999983,-3.149999999999996,1.27,Up
38.39999999999932,13.949999999999983,-3.059999999999996,1.27,Up
38.43199999999931,13.949999999999983,-2.969999999999996,1.27,Up
38.46399999999931,13.949999999999983,-3.059999999999996,1.27,Down
38.495999999999306,13.949999999999983,-3.149999999999996,1.27,Down
38.5279999999993,13.949999999999983,-3.2399999999999958,1.27,Down
38.5599999999993,13.949999999999983,-3.3299999999999956,1.27,Down
38.591999999999295,13.949999999999983,-3.4199999999999955,1.27,Down
38.62399999999929,13.949999999999983,-3.5099999999999953,1.27,Down
38.65599999999929,13.949999999999983,-3.599999999999995,1.27,Down
38.687999999999285,13.949999999999983,-3.689999999999995,1.27,Down
38.71999999999928,13.949999999999983,-3.779999999999995,1.27,Down
38.75199999999928,13.949999999999983,-3.8699999999999948,1.27,Down
38.783999999999274,13.949999999999983,-3.9599999999999946,1.27,Down
38.81599999999927,13.949999999999983,-4.0499999999999945,1.27,Down
38.84799999999927,13.949999999999983,-4.139999999999994,1.27,Down
38.879999999999264,13.949999999999983,-4.229999999999994,1.27,Down
38.91199999999926,13.949999999999983,-4.319999999999994,1.27,Down
38.94399999999926,13.949999999999983,-4.409999999999994,1.27,Down
38.97599999999925,13.949999999999983,-4.499999999999994,1.27,Down
39.00799999999925,13.949999999999983,-4.589999999999994,1.27,Down
39.039999999999246,13.949999999999983,-4.6799999999999935,1.27,Down
39.07199999999924,13.949999999999983,-4.769999999999993,1.27,Down
39.10399999999924,13.949999999999983,-4.859999999999993,1.27,Down
39.135999999999235,13.949999999999983,-4.949999999999993,1.27,Down
39.16799999999923,13.949999999999983,-5.039999999999993,1.27,Down
39.19999999999923,13.949999999999983,-5.129999999999993,1.27,Down
39.231999999999225,13.949999999999983,-5.219999999999993,1.27,Down
39.26399999999922,13.949999999999983,-5.3099999999999925,1.27,Down
39.29599999999922,13.949999999999983,-5.399999999999992,1.27,Down
39.327999999999214,13.949999999999983,-5.489999999999992,1.27,Down
39.35999999999921,13.949999999999983,-5.579999999999992,1.27,Down
39.39199999999921,13.949999999999983,-5.669999999999992,1.27,Down
39.423999999999204,13.949999999999983,-5.759999999999992,1.27,Down
39.4559999999992,13.949999999999983,-5.849999999999992,1.27,Down
39.4879999999992,13.949999999999983,-5.9399999999999915,1.27,Down
39.51999999999919,13.949999999999983,-6.029999999999991,1.27,Down
39.55199999999919,13.949999999999983,-6.119999999999991,1.27,Down
39.583999999999186,13.949999999999983,-6.209999999999991,1.27,Down
39.61599999999918,13.949999999999983,-6.299999999999991,1.27,Down
39.64799999999918,13.949999999999983,-6.389999999999991,1.27,Down
39.679999999999175,13.949999999999983,-6.479999999999991,1.27,Down
39.71199999999917,13.949999999999983,-6.5699999999999905,1.27,Down
39.74399999999917,13.949999999999983,-6.65999999999999,1.27,Down
39.775999999999165,13.949999999999983,-6.74999999999999,1.27,Down
39.80799999999916,13.949999999999983,-6.83999999999999,1.27,Down
39.83999999999916,13.949999999999983,-6.92999999999999,1.27,Down
39.871999999999154,13.949999999999983,-7.01999999999999,1.27,Down
39.90399999999915,13.949999999999983,-7.10999999999999,1.27,Down
39.93599999999915,13.949999999999983,-7.1999999999999895,1.27,Down
39.967999999999144,13.949999999999983,-7.289999999999989,1.27,Down
39.99999999999914,13.949999999999983,-7.379999999999989,1.27,Down
40.03199999999914,13.949999999999983,-7.469999999999989,1.27,Down
40.06399999999913,13.949999999999983,-7.559999999999989,1.27,Down
40.09599999999913,13.949999999999983,-7.649999999999989,1.27,Down
40.127999999999126,13.949999999999983,-7.739999999999989,1.27,Down
40.15999999999912,13.949999999999983,-7.8299999999999885,1.27,Down
40.19199999999912,13.949999999999983,-7.919999999999988,1.27,Down
40.223999999999116,13.949999999999983,-8.00999999999999,1.27,Down
40.25599999999911,13.949999999999983,-8.099999999999989,1.27,Down
40.28799999999911,13.949999999999983,-8.189999999999989,1.27,Down
40.319999999999105,13.949999999999983,-8.279999999999989,1.27,Down
40.3519999999991,13.949999999999983,-8.369999999999989,1.27,Down
40.3839999999991,13.949999999999983,-8.459999999999988,1.27,Down
40.415999999999094,13.949999999999983,-8.549999999999988,1.27,Down
40.44799999999909,13.949999999999983,-8.639999999999988,1.27,Down
40.47999999999909,13.949999999999983,-8.729999999999988,1.27,Down
40.511999999999084,13.949999999999983,-8.819999999999988,1.27,Down
40.54399999999908,13.949999999999983,-8.909999999999988,1.27,Down
40.57599999999908,13.949999999999983,-8.999999999999988,1.27,Down
40.60799999999907,13.949999999999983,-9.089999999999987,1.27,Down
40.63999999999907,13.949999999999983,-9.179999999999987,1.27,Down
40.671999999999066,13.949999999999983,-9.269999999999987,1.27,Down
40.70399999999906,13.949999999999983,-9.359999999999987,1.27,Down
40.73599999999906,13.949999999999983,-9.449999999999987,1.27,Down
40.767999999999056,13.949999999999983,-9.539999999999987,1.27,Down
40.79999999999905,13.949999999999983,-9.629999999999987,1.27,Down
40.83199999999905,13.949999999999983,-9.719999999999986,1.27,Down
40.863999999999045,13.949999999999983,-9.809999999999986,1.27,Down
40.89599999999904,13.949999999999983,-9.899999999999986,1.27,Down
40.92799999999904,13.949999999999983,-9.989999999999986,1.27,Down
40.959999999999035,13.949999999999983,-10.079999999999986,1.27,Down
40.99199999999903,13.949999999999983,-10.169999999999986,1.27,Down
41.02399999999903,13.949999999999983,-10.259999999999986,1.27,Down
41.055999999999024,13.949999999999983,-10.349999999999985,1.27,Down
41.08799999999902,13.949999999999983,-10.439999999999985,1.27,Down
41.11999999999902,13.949999999999983,-10.529999999999985,1.27,Down
41.15199999999901,13.949999999999983,-10.619999999999985,1.27,Down
41.18399999999901,13.949999999999983,-10.709999999999985,1.27,Down
41.215999999999006,13.949999999999983,-10.799999999999985,1.27,Down
41.247999999999,13.949999999999983,-10.889999999999985,1.27,Down
41.279999999999,13.949999999999983,-10.979999999999984,1.27,Down
41.311999999998996,13.949999999999983,-11.069999999999984,1.27,Down
41.34399999999899,13.949999999999983,-11.159999999999984,1.27,Down
41.37599999999899,13.949999999999983,-11.249999999999984,1.27,Down
41.407999999998985,13.949999999999983,-11.339999999999984,1.27,Down
41.43999999999898,13.949999999999983,-11.429999999999984,1.27,Down
41.47199999999898,13.949999999999983,-11.519999999999984,1.27,Down
41.503999999998975,13.949999999999983,-11.609999999999983,1.27,Down
41.53599999999897,13.949999999999983,-11.699999999999983,1.27,Down
41.56799999999897,13.949999999999983,-11.789999999999983,1.27,Down
41.599999999998964,13.949999999999983,-11.879999999999983,1.27,Down
41.63199999999896,13.949999999999983,-11.969999999999983,1.27,Down
41.66399999999896,13.949999999999983,-12.059999999999983,1.27,Down
41.69599999999895,13.949999999999983,-12.149999999999983,1.27,Down
41.72799999999895,13.949999999999983,-12.239999999999982,1.27,Down
41.759999999998946,13.949999999999983,-12.329999999999982,1.27,Down
41.79199999999894,13.949999999999983,-12.419999999999982,1.27,Down
41.82399999999894,13.949999999999983,-12.509999999999982,1.27,Down
41.855999999998936,13.949999999999983,-12.599999999999982,1.27,Down
41.88799999999893,13.949999999999983,-12.689999999999982,1.27,Down
41.91999999999893,13.949999999999983,-12.779999999999982,1.27,Down
41.951999999998925,13.949999999999983,-12.869999999999981,1.27,Down
41.98399999999892,13.949999999999983,-12.959999999999981,1.27,Down
42.01599999999892,13.949999999999983,-13.049999999999981,1.27,Down
42.047999999998915,13.949999999999983,-13.139999999999981,1.27,Down
42.07999999999891,13.949999999999983,-13.22999999999998,1.27,Down
